poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
Content Manager,Analytics; Content Strategy; WordPress; Canva; SEO,WordPress; Canva; Copywriting; Content Strategy; Analytics; SEO,3,2,Licence,Licence,Français,Français,93.3
Developpeur Web,MySQL; JavaScript; PHP,Laravel; HTML/CSS; Git; MySQL; PHP; JavaScript,4,0,Licence,Master,Anglais; Français,Français,75.0
Chef de projet digital,Scrum; Gestion de projet; ClickUp; Asana; Agile,Agile; Gestion de projet,4,1,Master,Licence,Anglais; Français,Français,39.5
Content Manager,WordPress; Copywriting; Canva; Analytics; SEO; Content Strategy,Canva; Copywriting; WordPress; SEO; Content Strategy; MySQL; Google Analytics,2,3,Licence,Master,Français; Anglais,Français; Anglais,90.8
SEO/SEA,Search Console; Google Analytics; SEM; SEO,SEO; Google Ads; Google Analytics,3,1,Licence,Licence,Français; Anglais,Français; Anglais,59.2
SEO/SEA,Keyword Research; Search Console; Google Ads; SEO; Google Analytics,Google Ads; Google Analytics; SEM,3,6,Master,Master,Français; Anglais,Français; Anglais,67.0
SEO/SEA,Keyword Research; SEO; Search Console,Search Console; Google Ads; Google Analytics; SEM,3,4,Bac,Master,Français,Français,63.3
SEO/SEA,Google Ads; Search Console; SEM,Aucune information,4,2,Bac,Master,Français; Anglais,Français; Anglais,35.0
Developpeur Web,MySQL; HTML/CSS; JavaScript; Laravel,MySQL; PHP; Laravel,2,2,Licence,Bac,Français,Français,65.0
Developpeur Mobile,Kotlin; Git; Flutter; Firebase; Java; Dart,Java; Dart; Flutter,1,3,Master,Licence,Anglais,Français; Anglais,65.0
Graphiste,Branding; Illustrator; Canva; InDesign; Typographie,Branding; Canva; Typographie; Illustrator; InDesign,3,5,Master,Bac,Français,Français,92.5
Content Manager,Copywriting; WordPress; Content Strategy; Canva; Analytics,Canva; WordPress; Copywriting; Content Strategy; Analytics,2,3,Bac,Master,Anglais; Français,Français,95.0
Content Manager,SEO; Canva; Copywriting; WordPress; Analytics; Content Strategy,WordPress; Canva; Content Strategy; Analytics; Search Console; SEO,1,2,Master,Bac,Anglais; Français,Français; Anglais,83.3
UI/UX Designer,Photoshop; Illustrator; Prototypage,Figma; Photoshop; Illustrator,3,0,Master,Licence,Anglais; Français,Français; Anglais,54.2
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Asana,Scrum,2,5,Bac,Licence,Anglais,Français,46.0
UI/UX Designer,Illustrator; Photoshop; Prototypage; Figma,LinkedIn; Java,1,6,Licence,Bac,Anglais; Français,Français; Anglais,37.5
UI/UX Designer,Illustrator; UX Research; Prototypage; Adobe XD; Photoshop; Figma,Aucune information,3,2,Master,Master,Anglais,Français,28.3
Data Analyst,Pandas; Data Visualization; Power BI; Python; Excel,Power BI; Pandas; SQL; Python; Excel; Branding; Copywriting,1,0,Bac,Licence,Anglais; Français,Français; Anglais,69.0
Community Manager,Analytics; Canva; Facebook; Copywriting,TikTok; Instagram; Canva; Copywriting; Excel,1,4,Bac,Master,Français,Français; Anglais,72.5
Chef de projet digital,Communication; Scrum; Asana; Gestion de projet; Agile,Asana; Communication; Gestion de projet; Scrum; Canva; Prototypage,3,4,Bac,Master,Français,Français; Anglais,89.0
UI/UX Designer,Figma; UX Research; Adobe XD; Prototypage,Prototypage; Figma; Illustrator; Adobe XD; Photoshop,2,1,Master,Master,Anglais; Français,Français; Anglais,76.2
UI/UX Designer,Adobe XD; Prototypage; Illustrator,Prototypage; Figma; UX Research; Photoshop; Adobe XD,2,6,Bac,Bac,Anglais; Français,Français; Anglais,81.7
SEO/SEA,Google Analytics; Keyword Research; Google Ads; SEM,Copywriting; Gestion de projet,2,5,Licence,Bac,Anglais,Français; Anglais,37.5
Chef de projet digital,Gestion de projet; Agile; ClickUp; Scrum; Communication,ClickUp; Agile,3,3,Licence,Master,Anglais; Français,Français,62.0
Content Manager,Canva; Content Strategy; WordPress; Analytics,Canva; Content Strategy; Copywriting; Analytics,3,6,Bac,Master,Français,Français; Anglais,86.2
Data Analyst,Data Visualization; Pandas; Python; SQL,Aucune information,3,7,Licence,Master,Anglais,Français; Anglais,45.0
Developpeur Web,HTML/CSS; JavaScript; Git,JavaScript; Laravel; Git; PHP; MySQL; HTML/CSS,3,0,Bac,Bac,Français; Anglais,Français,75.0
Developpeur Web,Laravel; JavaScript; HTML/CSS; PHP; MySQL; Git,PHP; HTML/CSS; Laravel; JavaScript; MySQL; Git; SEM; Facebook,2,3,Bac,Licence,Français,Français; Anglais,100.0
Developpeur Web,HTML/CSS; Git; PHP; JavaScript; MySQL; Laravel,Aucune information,2,1,Licence,Master,Français; Anglais,Français; Anglais,35.0
Graphiste,Branding; Typographie; Photoshop,InDesign,4,6,Licence,Master,Français,Français,45.0
Developpeur Mobile,Flutter; Dart; Kotlin,Firebase; Kotlin,4,4,Licence,Licence,Français,Français; Anglais,63.3
Developpeur Web,Git; HTML/CSS; JavaScript,Aucune information,4,3,Licence,Licence,Français,Français; Anglais,40.0
Developpeur Mobile,Firebase; Flutter; Git; Kotlin,Aucune information,3,0,Bac,Licence,Anglais; Français,Français,20.0
SEO/SEA,Google Analytics; Keyword Research; Google Ads; SEM,Google Ads; Keyword Research; SEM; Google Analytics,4,5,Bac,Master,Anglais; Français,Français; Anglais,100.0
Chef de projet digital,Asana; Agile; Communication,ClickUp; Communication; Agile; Asana,4,2,Bac,Bac,Anglais; Français,Français,85.0
Social Media Manager,Analytics; Meta Ads; Instagram; LinkedIn; Facebook; TikTok,Facebook,1,2,Master,Licence,Anglais,Français; Anglais,46.7
Chef de projet digital,Asana; Agile; Scrum; ClickUp; Communication; Gestion de projet,Agile; Gestion de projet,2,6,Bac,Bac,Français,Français; Anglais,63.3
UI/UX Designer,Photoshop; Prototypage; Figma; Adobe XD; Illustrator; UX Research,Prototypage; Photoshop; UX Research; Adobe XD; Illustrator; Figma,3,6,Licence,Master,Français,Français; Anglais,100.0
UI/UX Designer,Illustrator; Figma; Prototypage; Photoshop; UX Research,Photoshop; Figma; Illustrator,1,2,Master,Licence,Français; Anglais,Français,65.5
Data Analyst,Data Visualization; Excel; Python; Power BI; Pandas,Excel; Power BI; SQL; Python; Data Visualization,4,1,Master,Licence,Français,Français,66.5
Social Media Manager,LinkedIn; Facebook; Meta Ads,Aucune information,3,0,Master,Master,Français,Français; Anglais,25.0
Developpeur Mobile,Firebase; Dart; Git,Git; Photoshop,1,0,Master,Bac,Anglais,Français; Anglais,35.8
Social Media Manager,Facebook; LinkedIn; TikTok,Analytics; SEM,1,3,Master,Master,Anglais; Français,Français; Anglais,45.0
SEO/SEA,Google Ads; Keyword Research; Google Analytics; Search Console; SEM,Google Ads; Google Analytics; SEO; JavaScript,1,0,Licence,Licence,Français,Français; Anglais,47.0
Data Analyst,SQL; Data Visualization; Python; Pandas; Excel; Power BI,SQL; Power BI; Python; Data Visualization; Excel; Pandas; Copywriting,3,3,Licence,Master,Français; Anglais,Français; Anglais,100.0
Community Manager,Copywriting; TikTok; Instagram; Canva,Facebook; TikTok; Copywriting; Analytics,2,3,Licence,Licence,Anglais; Français,Français,67.5
Chef de projet digital,Asana; Agile; Communication; Scrum; Gestion de projet,Agile; Gestion de projet; Asana; Scrum; Keyword Research,2,4,Master,Master,Français,Français; Anglais,89.0
Graphiste,Photoshop; Typographie; Canva,InDesign; Canva,4,0,Bac,Master,Français,Français,43.3
Developpeur Web,HTML/CSS; JavaScript; MySQL; PHP; Laravel; Git,Aucune information,1,1,Master,Licence,Français,Français,37.5
Developpeur Web,Laravel; Git; PHP,HTML/CSS,1,2,Licence,Master,Anglais,Français,35.0
Chef de projet digital,Agile; ClickUp; Asana; Communication; Scrum,Gestion de projet; Communication; Agile,1,5,Licence,Master,Français,Français; Anglais,67.0
Developpeur Mobile,Flutter; Git; Firebase,Java; Flutter; Kotlin; Dart; Firebase,2,1,Licence,Licence,Français,Français; Anglais,71.7
Community Manager,Facebook; Copywriting; TikTok,Instagram; TikTok,1,2,Bac,Bac,Français; Anglais,Français; Anglais,63.3
Developpeur Web,Git; HTML/CSS; PHP,Git; HTML/CSS; JavaScript; Laravel; Canva; SEO,1,4,Licence,Licence,Français; Anglais,Français,76.7
Graphiste,Branding; InDesign; Typographie; Canva,Canva; Typographie; Branding,3,6,Bac,Bac,Français,Français,86.2
Developpeur Web,Laravel; MySQL; PHP; Git,Git,4,3,Bac,Master,Anglais; Français,Français; Anglais,53.8
UI/UX Designer,Adobe XD; UX Research; Photoshop; Prototypage,Figma; Illustrator; UX Research; Adobe XD; WordPress; Keyword Research,1,4,Bac,Licence,Français,Français; Anglais,72.5
UI/UX Designer,Figma; Illustrator; Prototypage,UX Research; Photoshop,4,3,Bac,Licence,Français,Français,40.0
Data Analyst,Excel; Pandas; SQL; Python; Data Visualization; Power BI,SQL; Power BI; Data Visualization; Python; Excel; Pandas,3,2,Bac,Bac,Français; Anglais,Français; Anglais,93.3
Developpeur Web,PHP; Git; HTML/CSS; JavaScript,Laravel,3,1,Bac,Bac,Français,Français; Anglais,31.7
UI/UX Designer,Photoshop; Prototypage; Figma,Figma; Illustrator; UX Research; Prototypage,4,1,Master,Master,Anglais,Français; Anglais,66.7
Developpeur Mobile,Java; Git; Kotlin; Flutter; Firebase,Firebase; Dart; Git; Kotlin; Flutter; Java,4,3,Master,Master,Français,Français,95.0
Content Manager,SEO; Content Strategy; Copywriting; Analytics; Canva; WordPress,Canva; SEO; WordPress; Analytics; Copywriting,1,4,Master,Licence,Français,Français; Anglais,83.3
UI/UX Designer,Photoshop; Figma; UX Research,Prototypage; Figma; UX Research; Adobe XD; Photoshop,3,5,Licence,Bac,Français; Anglais,Français,87.5
Developpeur Web,PHP; Laravel; HTML/CSS; JavaScript,Git; HTML/CSS; MySQL; PHP; JavaScript; Photoshop; Firebase,2,6,Bac,Bac,Français,Français; Anglais,86.2
Developpeur Web,MySQL; Git; Laravel; PHP; HTML/CSS; JavaScript,JavaScript; PHP; Laravel,2,5,Licence,Bac,Anglais; Français,Français,60.0
SEO/SEA,SEM; Google Analytics; Search Console,SEO; Google Analytics; Google Ads; Keyword Research; SEM; Search Console,1,3,Bac,Bac,Français,Français; Anglais,100.0
Graphiste,Canva; Typographie; Photoshop,Canva; Typographie; Branding; Photoshop; Illustrator; InDesign,1,1,Licence,Bac,Français,Français,92.5
SEO/SEA,Google Analytics; SEO; Search Console; SEM; Google Ads,SEM; Google Ads; Google Analytics,3,1,Licence,Master,Anglais,Français; Anglais,64.7
Developpeur Web,HTML/CSS; JavaScript; Git; PHP; Laravel,Git,2,0,Bac,Bac,Anglais,Français; Anglais,36.0
Graphiste,Typographie; Illustrator; InDesign; Canva; Branding; Photoshop,Typographie; Branding; Photoshop; InDesign,2,3,Bac,Bac,Français,Français,81.7
Community Manager,Analytics; Copywriting; Canva,Instagram; Analytics; TikTok; Copywriting; Facebook; Canva,3,2,Bac,Master,Anglais,Français; Anglais,93.3
Graphiste,Typographie; Illustrator; Photoshop,Photoshop; InDesign; Branding,1,3,Master,Master,Français,Français,63.3
Content Manager,Canva; Copywriting; Analytics; SEO; Content Strategy,Content Strategy; Canva,3,2,Bac,Licence,Français; Anglais,Français; Anglais,60.3
Data Analyst,Python; Power BI; SQL; Pandas; Data Visualization; Excel,Data Visualization; Python; Excel; Power BI,2,4,Licence,Master,Anglais; Français,Français; Anglais,81.7
SEO/SEA,Google Analytics; Search Console; SEM; Google Ads,Google Ads; SEO; SEM; Search Console; Keyword Research; Google Analytics,3,5,Licence,Master,Français,Français,100.0
SEO/SEA,Google Analytics; SEO; Search Console,SEO; Google Analytics; Keyword Research; Google Ads; Search Console; SEM,2,3,Bac,Bac,Anglais,Français,90.0
Developpeur Mobile,Flutter; Java; Kotlin,Search Console; Meta Ads,4,0,Master,Master,Français; Anglais,Français; Anglais,25.0
