poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite,taux_competences,taux_experience,taux_diplome,taux_langues,poids_competences,poids_experience,poids_diplome,poids_langues
UI/UX Designer,Prototypage; Adobe XD; Illustrator; UX Research,UX Research,4,2,Licence,Licence,Anglais (intermédiaire),Français (avancé); Anglais (courant),85.75,0.25,0.5,1.0,1.0,0.09,0.15,0.45,0.31
UI/UX Designer,Illustrator; Prototypage; Adobe XD; Figma; Photoshop; UX Research,Adobe XD; Figma; Illustrator; Photoshop; UX Research,1,1,Licence,Bac,Anglais (débutant),Français (intermédiaire),78.67,0.8333333333333334,1.0,0.5,0.0,0.77,0.11,0.07,0.05
Developpeur Mobile,Kotlin; Java; Git,Dart; Kotlin; Firebase; Java; Git,4,3,Master,Bac,Français (avancé); Anglais (courant),Français (avancé); Anglais (intermédiaire),61.25,1.0,0.75,0.3333333333333333,0.75,0.05,0.47,0.36,0.12
Graphiste,Illustrator; Canva; Typographie; Photoshop; Branding; InDesign,Branding; Canva; Firebase,2,6,Master,Licence,Français (courant),Français (intermédiaire),49.33,0.3333333333333333,1.0,0.6666666666666666,0.5,0.66,0.19,0.05,0.1
Graphiste,Typographie; Canva; InDesign; Photoshop; Branding; Illustrator,Branding; Typographie,1,6,Licence,Bac,Français (avancé),Français (avancé),66.17,0.3333333333333333,1.0,0.5,1.0,0.35,0.27,0.21,0.17
Data Analyst,Excel; Power BI; Data Visualization; Python; Pandas; SQL,Python,3,6,Bac,Bac,Anglais (avancé); Français (avancé),Français (intermédiaire); Anglais (avancé),44.0,0.16666666666666666,1.0,1.0,0.8333333333333333,0.66,0.14,0.14,0.06
UI/UX Designer,Photoshop; UX Research; Illustrator; Adobe XD; Prototypage; Figma,Illustrator; Adobe XD; UX Research; Figma; Photoshop,3,1,Licence,Bac,Anglais (courant),Français (courant); Anglais (avancé),63.08,0.8333333333333334,0.3333333333333333,0.5,0.75,0.11,0.14,0.28,0.47
Chef de projet digital,Agile; ClickUp; Communication; Scrum; Asana; Gestion de projet,Aucune information,4,3,Licence,Licence,Français (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),64.75,0.0,0.75,1.0,1.0,0.25,0.41,0.27,0.07
Data Analyst,Pandas; Data Visualization; SQL; Excel; Python,Power BI; Python; Excel; Pandas; SQL; Data Visualization,2,1,Licence,Licence,Français (avancé),Français (courant); Anglais (avancé),92.0,1.0,0.5,1.0,1.0,0.68,0.16,0.11,0.05
Chef de projet digital,Communication; Asana; Agile; Scrum; ClickUp; Gestion de projet,Agile; Asana; Gestion de projet; Communication; ClickUp; Scrum; Kotlin,3,3,Master,Licence,Français (intermédiaire),Français (avancé); Anglais (avancé),91.67,1.0,1.0,0.6666666666666666,1.0,0.2,0.49,0.25,0.06
SEO/SEA,Google Analytics; Google Ads; SEO; Keyword Research; Search Console; SEM,SEO; Google Analytics; Google Ads; SEM; Keyword Research,3,3,Master,Licence,Anglais (avancé),Français (avancé); Anglais (courant),86.5,0.8333333333333334,1.0,0.6666666666666666,1.0,0.13,0.22,0.34,0.31
SEO/SEA,Keyword Research; Google Ads; SEM; Google Analytics; Search Console,Search Console; Google Ads; SEM; Google Analytics; SEO,1,3,Bac,Bac,Anglais (avancé); Français (courant),Français (intermédiaire),81.85,0.8,1.0,1.0,0.25,0.72,0.15,0.08,0.05
UI/UX Designer,UX Research; Photoshop; Adobe XD; Prototypage,Aucune information,4,4,Licence,Licence,Français (courant),Français (avancé); Anglais (débutant),28.5,0.0,1.0,1.0,0.75,0.68,0.07,0.11,0.14
Content Manager,Copywriting; Analytics; WordPress; Content Strategy; Canva,Canva; WordPress; Content Strategy; SEO; Copywriting; Analytics,1,3,Master,Master,Français (avancé); Anglais (débutant),Français (courant); Anglais (avancé),100.0,1.0,1.0,1.0,1.0,0.69,0.06,0.17,0.08
UI/UX Designer,Adobe XD; Figma; Photoshop; Illustrator,Figma; UX Research; Adobe XD,1,3,Licence,Master,Français (avancé),Français (avancé); Anglais (courant),92.0,0.5,1.0,1.2,1.0,0.18,0.65,0.05,0.12
Chef de projet digital,Gestion de projet; Communication; Asana; ClickUp; Scrum,Aucune information,3,3,Bac,Bac,Français (intermédiaire),Français (avancé); Anglais (avancé),17.0,0.0,1.0,1.0,1.0,0.83,0.06,0.05,0.06
Graphiste,Typographie; Branding; Illustrator; Photoshop; Canva; InDesign,Aucune information,2,5,Licence,Master,Français (courant),Français (avancé),37.85,0.0,1.0,1.2,0.75,0.61,0.2,0.08,0.11
Chef de projet digital,ClickUp; Gestion de projet; Scrum,Canva; TikTok,2,7,Licence,Master,Français (courant); Anglais (intermédiaire),Français (avancé); Anglais (débutant),24.85,0.0,1.0,1.2,0.625,0.73,0.09,0.08,0.1
Developpeur Web,Git; HTML/CSS; JavaScript; PHP; MySQL; Laravel,Git; HTML/CSS; PHP; Laravel; MySQL,4,3,Master,Bac,Français (courant); Anglais (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),76.67,0.8333333333333334,0.75,0.3333333333333333,0.75,0.5,0.27,0.06,0.17
Social Media Manager,Instagram; Meta Ads; Analytics; TikTok; LinkedIn; Facebook,LinkedIn; Instagram; Meta Ads; Analytics; Facebook; TikTok,2,1,Licence,Master,Anglais (intermédiaire); Français (courant),Français (avancé); Anglais (intermédiaire),86.25,1.0,0.5,1.2,0.875,0.48,0.28,0.1,0.14
Community Manager,Instagram; Copywriting; Facebook; Canva,Copywriting; Facebook; Analytics; Instagram; TikTok; Canva,3,0,Licence,Master,Français (courant); Anglais (avancé),Français (intermédiaire); Anglais (courant),88.05,1.0,0.0,1.2,0.75,0.09,0.15,0.49,0.27
Social Media Manager,Meta Ads; TikTok; Instagram,LinkedIn; Facebook; Meta Ads; TikTok; Analytics; Instagram,1,1,Master,Master,Anglais (débutant),Français (intermédiaire); Anglais (débutant),100.0,1.0,1.0,1.0,1.0,0.42,0.25,0.07,0.26
Social Media Manager,Analytics; TikTok; LinkedIn; Meta Ads,TikTok; Analytics; Instagram; Facebook; Meta Ads,4,3,Master,Bac,Français (courant),Français (avancé); Anglais (débutant),70.83,0.75,0.75,0.3333333333333333,0.75,0.71,0.06,0.1,0.13
Community Manager,Facebook; TikTok; Copywriting; Canva,Copywriting; Canva; Instagram; Facebook; Analytics; TikTok,4,3,Licence,Master,Français (avancé),Français (avancé),81.65,1.0,0.75,1.2,1.0,0.09,0.79,0.07,0.05
Chef de projet digital,Agile; Gestion de projet; Communication; ClickUp,Aucune information,3,0,Licence,Master,Français (courant); Anglais (débutant),Français (courant),8.5,0.0,0.0,1.2,0.5,0.46,0.44,0.05,0.05
Content Manager,Analytics; Content Strategy; Copywriting,Aucune information,4,4,Licence,Master,Anglais (avancé); Français (intermédiaire),Français (courant),31.2,0.0,1.0,1.2,0.5,0.62,0.16,0.06,0.16
Graphiste,Typographie; InDesign; Canva; Photoshop; Illustrator; Branding,Typographie; Illustrator; InDesign; Photoshop; Canva,1,2,Master,Master,Français (intermédiaire),Français (avancé),86.5,0.8333333333333334,1.0,1.0,1.0,0.81,0.09,0.05,0.05
UI/UX Designer,Figma; Prototypage; Photoshop,Photoshop; UX Research; Prototypage; Figma; Illustrator; Adobe XD,2,4,Licence,Master,Français (courant); Anglais (courant),Français (avancé); Anglais (avancé),94.25,1.0,1.0,1.2,0.75,0.33,0.08,0.2,0.39
Content Manager,Copywriting; Analytics; Content Strategy; Canva,Content Strategy; Analytics,2,0,Master,Bac,Français (intermédiaire); Anglais (courant),Français (intermédiaire),46.33,0.5,0.0,0.3333333333333333,0.5,0.68,0.05,0.07,0.2
Developpeur Mobile,Git; Dart; Kotlin,Java; Git; Kotlin; Dart; Firebase,2,3,Licence,Master,Anglais (débutant),Français (intermédiaire),84.6,1.0,1.0,1.2,0.0,0.66,0.09,0.08,0.17
SEO/SEA,Google Ads; Keyword Research; Search Console; SEM,SEM; SEO; Google Ads,4,2,Bac,Bac,Français (courant),Français (courant); Anglais (intermédiaire),59.0,0.5,0.5,1.0,1.0,0.68,0.14,0.06,0.12
Developpeur Mobile,Java; Firebase; Flutter; Kotlin; Git,Git; Flutter,1,1,Licence,Master,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (débutant),57.97,0.4,1.0,1.2,0.5833333333333333,0.65,0.07,0.14,0.14
Community Manager,Instagram; Canva; Facebook; Copywriting,Copywriting; TikTok; Canva,3,6,Bac,Licence,Anglais (intermédiaire),Français (courant); Anglais (courant),92.9,0.5,1.0,1.2,1.0,0.17,0.33,0.07,0.43
UI/UX Designer,Illustrator; UX Research; Adobe XD; Photoshop; Prototypage; Figma,Prototypage; Figma,4,3,Licence,Master,Anglais (débutant),Français (intermédiaire); Anglais (courant),58.92,0.3333333333333333,0.75,1.2,1.0,0.53,0.27,0.05,0.15
UI/UX Designer,Prototypage; Photoshop; Figma,Illustrator; Prototypage; Figma; UX Research; Photoshop; Adobe XD,1,1,Bac,Bac,Français (intermédiaire),Français (courant),100.0,1.0,1.0,1.0,1.0,0.81,0.06,0.08,0.05
Developpeur Mobile,Git; Java; Flutter; Dart; Kotlin,Aucune information,3,2,Licence,Licence,Anglais (avancé),Français (courant); Anglais (avancé),53.0,0.0,0.6666666666666666,1.0,1.0,0.4,0.21,0.2,0.19
Data Analyst,Excel; SQL; Pandas; Power BI,Aucune information,1,5,Bac,Bac,Anglais (courant); Français (avancé),Français (courant); Anglais (courant),35.0,0.0,1.0,1.0,1.0,0.65,0.2,0.1,0.05
SEO/SEA,Google Analytics; Google Ads; SEM,Google Ads,3,4,Licence,Bac,Français (avancé); Anglais (courant),Français (avancé); Anglais (débutant),52.67,0.3333333333333333,1.0,0.5,0.625,0.56,0.19,0.05,0.2
Developpeur Mobile,Flutter; Firebase; Git; Java; Dart,Dart; Flutter; Firebase; Git; Java; Communication; Copywriting,1,1,Licence,Licence,Anglais (débutant),Français (courant); Anglais (débutant),100.0,1.0,1.0,1.0,1.0,0.69,0.15,0.07,0.09
Data Analyst,SQL; Excel; Data Visualization; Python,Power BI; Pandas; Excel; Data Visualization; Python; SQL; UX Research,4,4,Master,Master,Français (courant); Anglais (avancé),Français (avancé); Anglais (débutant),97.71,1.0,1.0,1.0,0.5416666666666666,0.75,0.15,0.05,0.05
Graphiste,Photoshop; Illustrator; Typographie; Branding; Canva,Branding; InDesign; Canva; Photoshop; Illustrator,4,2,Master,Master,Français (courant),Français (intermédiaire),77.4,0.8,0.5,1.0,0.5,0.83,0.07,0.05,0.05
Chef de projet digital,Scrum; Asana; Gestion de projet; Agile; Communication,ClickUp; Agile; Gestion de projet; Asana; Excel; Power BI,3,7,Bac,Licence,Français (avancé),Français (courant); Anglais (avancé),94.6,0.6,1.0,1.2,1.0,0.32,0.21,0.37,0.1
Developpeur Web,HTML/CSS; PHP; MySQL; Laravel; Git; JavaScript,MySQL; Laravel; Git; Dart; WordPress,2,2,Master,Master,Français (avancé),Français (intermédiaire),87.0,0.5,1.0,1.0,0.6666666666666666,0.22,0.2,0.52,0.06
Developpeur Mobile,Kotlin; Dart; Java; Git; Firebase,Kotlin,1,6,Licence,Licence,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (courant),69.47,0.2,1.0,1.0,0.8333333333333333,0.34,0.27,0.19,0.2
Data Analyst,Data Visualization; Pandas; SQL; Python,Pandas; SQL,2,4,Master,Bac,Français (courant),Français (courant),79.17,0.5,1.0,0.3333333333333333,1.0,0.35,0.52,0.05,0.08
Data Analyst,Data Visualization; Pandas; Power BI; Python; SQL,Aucune information,1,7,Licence,Licence,Anglais (courant); Français (intermédiaire),Français (courant); Anglais (avancé),15.38,0.0,1.0,1.0,0.875,0.84,0.06,0.05,0.05
Graphiste,InDesign; Canva; Branding,Photoshop; Branding,3,5,Bac,Bac,Français (courant),Français (intermédiaire),83.67,0.3333333333333333,1.0,1.0,0.5,0.14,0.43,0.29,0.14
Graphiste,Illustrator; InDesign; Branding; Photoshop,Photoshop; Branding; InDesign; Illustrator; Typographie; Canva,1,2,Bac,Bac,Français (avancé),Français (avancé),100.0,1.0,1.0,1.0,1.0,0.07,0.76,0.06,0.11
Graphiste,Branding; Typographie; Canva,Aucune information,1,0,Master,Licence,Français (courant),Français (avancé),13.83,0.0,0.0,0.6666666666666666,0.75,0.68,0.13,0.05,0.14
Developpeur Mobile,Flutter; Git; Kotlin; Dart,Flutter; Firebase; Git; Dart; InDesign,4,6,Bac,Master,Français (courant),Français (courant),99.25,0.75,1.0,1.2,1.0,0.07,0.83,0.05,0.05
Chef de projet digital,ClickUp; Communication; Agile; Scrum; Gestion de projet; Asana,JavaScript; Google Ads,3,3,Master,Master,Français (avancé),Français (avancé); Anglais (débutant),84.0,0.0,1.0,1.0,1.0,0.16,0.07,0.38,0.39
Social Media Manager,LinkedIn; Meta Ads; Analytics; Facebook; TikTok; Instagram,LinkedIn; Meta Ads; TikTok; Instagram,1,4,Bac,Bac,Anglais (avancé),Français (courant); Anglais (avancé),75.0,0.6666666666666666,1.0,1.0,1.0,0.75,0.09,0.05,0.11
Social Media Manager,TikTok; Facebook; Instagram; Meta Ads; Analytics,Instagram; Facebook; TikTok; Meta Ads; Analytics,1,3,Licence,Master,Français (avancé); Anglais (débutant),Français (avancé),96.4,1.0,1.0,1.2,0.5,0.7,0.13,0.07,0.1
Social Media Manager,LinkedIn; TikTok; Instagram; Facebook; Analytics,Instagram; Analytics; LinkedIn; TikTok; Facebook; SEO; Content Strategy,1,2,Licence,Master,Français (intermédiaire),Français (courant); Anglais (courant),103.2,1.0,1.0,1.2,1.0,0.53,0.22,0.16,0.09
Developpeur Web,PHP; HTML/CSS; MySQL; JavaScript; Git,Aucune information,2,1,Licence,Bac,Français (avancé); Anglais (avancé),Français (avancé); Anglais (avancé),52.5,0.0,0.5,0.5,1.0,0.28,0.2,0.19,0.33
Community Manager,TikTok; Copywriting; Instagram; Facebook,Firebase; Facebook,2,5,Bac,Bac,Anglais (avancé),Français (intermédiaire); Anglais (intermédiaire),87.83,0.25,1.0,1.0,0.6666666666666666,0.14,0.18,0.63,0.05
Chef de projet digital,Asana; Communication; Scrum; Gestion de projet,Scrum,4,3,Master,Master,Français (intermédiaire),Français (avancé); Anglais (débutant),48.75,0.25,0.75,1.0,1.0,0.64,0.13,0.08,0.15
Content Manager,Analytics; SEO; WordPress; Copywriting; Canva; Content Strategy,Copywriting; SEO; Canva; WordPress; Analytics,2,6,Licence,Master,Français (intermédiaire),Français (courant); Anglais (débutant),97.8,0.8333333333333334,1.0,1.2,1.0,0.3,0.49,0.14,0.07
SEO/SEA,SEM; Keyword Research; Search Console; SEO; Google Ads,Keyword Research; SEM,3,6,Master,Master,Anglais (avancé); Français (courant),Français (courant); Anglais (avancé),50.2,0.4,1.0,1.0,1.0,0.83,0.05,0.06,0.06
Graphiste,Illustrator; Canva; Typographie; Branding; InDesign; Photoshop,Photoshop,2,4,Licence,Licence,Français (avancé),Français (avancé),64.17,0.16666666666666666,1.0,1.0,1.0,0.43,0.1,0.37,0.1
Developpeur Web,JavaScript; HTML/CSS; MySQL; Laravel; Git; PHP,Git; PHP,4,2,Licence,Master,Anglais (intermédiaire); Français (courant),Français (avancé); Anglais (courant),42.58,0.3333333333333333,0.5,1.2,0.875,0.81,0.08,0.06,0.05
Data Analyst,Excel; SQL; Python,SQL; Excel,1,4,Bac,Bac,Français (courant); Anglais (avancé),Français (intermédiaire),68.17,0.6666666666666666,1.0,1.0,0.25,0.82,0.07,0.05,0.06
Data Analyst,Python; Excel; Pandas; SQL; Power BI,Pandas; SQL; Power BI; Python; Excel,4,3,Master,Licence,Anglais (débutant),Français (avancé); Anglais (avancé),95.75,1.0,0.75,0.6666666666666666,1.0,0.77,0.09,0.06,0.08
Data Analyst,Data Visualization; Power BI; Excel; Python; SQL; Pandas,Pandas; Python; Excel,4,4,Master,Master,Français (avancé); Anglais (débutant),Français (avancé); Anglais (courant),88.0,0.5,1.0,1.0,1.0,0.24,0.09,0.44,0.23
Graphiste,Canva; Typographie; InDesign; Illustrator; Photoshop; Branding,Illustrator; Canva; Photoshop,2,1,Bac,Licence,Français (avancé),Français (courant),74.9,0.5,0.5,1.2,1.0,0.48,0.09,0.17,0.26
Content Manager,Analytics; Copywriting; WordPress; Canva; Content Strategy; SEO,WordPress,1,3,Master,Licence,Français (intermédiaire); Anglais (avancé),Français (intermédiaire); Anglais (courant),61.67,0.16666666666666666,1.0,0.6666666666666666,1.0,0.4,0.16,0.15,0.29
Data Analyst,Power BI; Python; Excel,Python; Facebook,1,1,Bac,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),41.83,0.3333333333333333,1.0,1.2,0.5,0.85,0.05,0.05,0.05
Graphiste,Canva; Typographie; Illustrator; InDesign; Branding,Photoshop,2,3,Master,Bac,Français (courant),Français (avancé),15.5,0.0,1.0,0.3333333333333333,0.75,0.76,0.05,0.09,0.1
Graphiste,Branding; Canva; Typographie; Illustrator; Photoshop,Typographie; InDesign; Canva; Branding; Photoshop,1,1,Licence,Master,Français (intermédiaire),Français (intermédiaire),93.0,0.8,1.0,1.2,1.0,0.41,0.41,0.06,0.12
SEO/SEA,Search Console; Keyword Research; SEO; Google Ads,Keyword Research; Google Analytics; SEO; Search Console; SEM,1,3,Bac,Master,Anglais (avancé),Français (intermédiaire); Anglais (courant),102.6,0.75,1.0,1.2,1.0,0.08,0.36,0.23,0.33
Developpeur Mobile,Git; Kotlin; Dart; Java; Flutter,Kotlin; Git; Java; Dart; Firebase,1,3,Licence,Bac,Français (avancé),Français (intermédiaire); Anglais (intermédiaire),78.7,0.8,1.0,0.5,0.6666666666666666,0.19,0.44,0.31,0.06
UI/UX Designer,UX Research; Illustrator; Prototypage; Adobe XD; Figma,Illustrator,1,6,Master,Bac,Anglais (avancé),Français (courant); Anglais (courant),42.93,0.2,1.0,0.3333333333333333,1.0,0.53,0.07,0.22,0.18
Developpeur Mobile,Firebase; Flutter; Git; Java,Git,1,1,Master,Master,Anglais (avancé),Français (avancé); Anglais (avancé),78.25,0.25,1.0,1.0,1.0,0.29,0.52,0.05,0.14
Chef de projet digital,Communication; Gestion de projet; Agile,Agile; Communication; ClickUp; Gestion de projet,4,5,Master,Bac,Anglais (débutant); Français (courant),Français (intermédiaire); Anglais (intermédiaire),87.17,1.0,1.0,0.3333333333333333,0.75,0.3,0.47,0.17,0.06
Developpeur Web,MySQL; Laravel; PHP,Aucune information,2,0,Bac,Licence,Français (avancé),Français (courant); Anglais (courant),35.0,0.0,0.0,1.2,1.0,0.08,0.6,0.15,0.17
Graphiste,Canva; Photoshop; Illustrator; Branding; InDesign; Typographie,InDesign; Photoshop; Canva; Branding; Illustrator; Content Strategy; UX Research,3,5,Bac,Master,Français (courant),Français (intermédiaire),87.77,0.8333333333333334,1.0,1.2,0.5,0.62,0.09,0.18,0.11
Developpeur Mobile,Git; Firebase; Kotlin; Flutter,Kotlin; Git; Dart; Java; Flutter,2,5,Licence,Licence,Anglais (courant),Français (courant),64.5,0.75,1.0,1.0,0.0,0.7,0.05,0.07,0.18
Social Media Manager,Meta Ads; Analytics; LinkedIn,Facebook,4,0,Master,Licence,Français (courant),Français (intermédiaire); Anglais (débutant),24.67,0.0,0.0,0.6666666666666666,0.5,0.18,0.37,0.13,0.32
Graphiste,Photoshop; Illustrator; InDesign,Illustrator; Photoshop; Typographie,4,4,Licence,Licence,Français (avancé),Français (avancé),93.0,0.6666666666666666,1.0,1.0,1.0,0.21,0.51,0.16,0.12
Community Manager,Analytics; Facebook; Canva; TikTok; Instagram,Copywriting; Illustrator; Canva,1,5,Bac,Master,Anglais (courant); Français (intermédiaire),Français (courant),40.1,0.2,1.0,1.2,0.5,0.75,0.07,0.13,0.05
SEO/SEA,Google Ads; SEM; SEO; Keyword Research; Search Console,Google Ads; Analytics,1,6,Bac,Bac,Français (avancé),Français (courant); Anglais (courant),63.2,0.2,1.0,1.0,1.0,0.46,0.16,0.1,0.28
Chef de projet digital,Scrum; Communication; Gestion de projet; ClickUp; Agile,ClickUp; Agile,2,5,Licence,Licence,Anglais (débutant); Français (intermédiaire),Français (intermédiaire); Anglais (avancé),50.2,0.4,1.0,1.0,1.0,0.83,0.06,0.06,0.05
SEO/SEA,Google Ads; SEM; SEO; Search Console; Google Analytics; Keyword Research,SEM; Search Console,3,2,Master,Licence,Français (courant),Français (avancé); Anglais (intermédiaire),51.17,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.48,0.15,0.31,0.06
Social Media Manager,Analytics; LinkedIn; Instagram; Facebook,LinkedIn; Analytics; Meta Ads,2,2,Bac,Licence,Anglais (débutant),Français (intermédiaire); Anglais (débutant),97.6,0.5,1.0,1.2,1.0,0.12,0.6,0.18,0.1
SEO/SEA,SEO; SEM; Google Ads,Search Console; Google Analytics; SEO; Keyword Research; Google Ads,2,5,Licence,Bac,Anglais (débutant); Français (avancé),Français (intermédiaire); Anglais (courant),69.33,0.6666666666666666,1.0,0.5,0.8333333333333333,0.68,0.12,0.14,0.06
Social Media Manager,Analytics; Instagram; TikTok,Meta Ads,4,5,Master,Bac,Anglais (avancé),Français (courant); Anglais (avancé),34.0,0.0,1.0,0.3333333333333333,1.0,0.62,0.27,0.06,0.05
SEO/SEA,Search Console; Keyword Research; SEO; Google Analytics; SEM; Google Ads,Google Analytics; SEM; SEO; Keyword Research,2,6,Licence,Licence,Anglais (débutant); Français (courant),Français (intermédiaire),70.5,0.6666666666666666,1.0,1.0,0.25,0.75,0.1,0.09,0.06
