poste,competences_requises,competences_candidat,experience_requise,experience_candidat,diplome_requis,diplome_candidat,langues_requises,langues_candidat,score_compatibilite
SEO/SEA,Google Ads; Keyword Research; Search Console; SEM,SEM; SEO; Google Ads,4,2,Bac,Bac,Français (courant),Français (courant); Anglais (intermédiaire),62.5
Developpeur Mobile,Java; Firebase; Flutter; Kotlin; Git,Git; Flutter,1,1,Licence,Master,Anglais (intermédiaire); Français (avancé),Français (intermédiaire); Anglais (débutant),67.0
Community Manager,Instagram; Canva; Facebook; Copywriting,Copywriting; TikTok; Canva,3,6,Bac,Licence,Anglais (intermédiaire),Français (courant); Anglais (courant),72.5
UI/UX Designer,Illustrator; UX Research; Adobe XD; Photoshop; Prototypage; Figma,Prototypage; Figma,4,3,Licence,Master,Anglais (débutant),Français (intermédiaire); Anglais (courant),58.3
UI/UX Designer,Prototypage; Photoshop; Figma,Illustrator; Prototypage; Figma; UX Research; Photoshop; Adobe XD,1,1,Bac,Bac,Français (intermédiaire),Français (courant),100.0
Developpeur Mobile,Git; Java; Flutter; Dart; Kotlin,Aucune information,3,2,Licence,Licence,Anglais (avancé),Français (courant); Anglais (avancé),38.3
Data Analyst,Excel; SQL; Pandas; Power BI,Aucune information,1,5,Bac,Bac,Anglais (courant); Français (avancé),Français (courant); Anglais (courant),45.0
SEO/SEA,Google Analytics; Google Ads; SEM,Google Ads,3,4,Licence,Bac,Français (avancé); Anglais (courant),Français (avancé); Anglais (débutant),55.8
Developpeur Mobile,Flutter; Firebase; Git; Java; Dart,Dart; Flutter; Firebase; Git; Java; Communication; Copywriting,1,1,Licence,Licence,Anglais (débutant),Français (courant); Anglais (débutant),100.0
Data Analyst,SQL; Excel; Data Visualization; Python,Power BI; Pandas; Excel; Data Visualization; Python; SQL; UX Research,4,4,Master,Master,Français (courant); Anglais (avancé),Français (avancé); Anglais (débutant),100.0
Graphiste,Photoshop; Illustrator; Typographie; Branding; Canva,Branding; InDesign; Canva; Photoshop; Illustrator,4,2,Master,Master,Français (courant),Français (intermédiaire),79.0
Chef de projet digital,Scrum; Asana; Gestion de projet; Agile; Communication,ClickUp; Agile; Gestion de projet; Asana; Excel; Power BI,3,7,Bac,Licence,Français (avancé),Français (courant); Anglais (avancé),78.0
Developpeur Web,HTML/CSS; PHP; MySQL; Laravel; Git; JavaScript,MySQL; Laravel; Git; Dart; WordPress,2,2,Master,Master,Français (avancé),Français (intermédiaire),72.5
Developpeur Mobile,Kotlin; Dart; Java; Git; Firebase,Kotlin,1,6,Licence,Licence,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (courant),56.0
Data Analyst,Data Visualization; Pandas; SQL; Python,Pandas; SQL,2,4,Master,Bac,Français (courant),Français (courant),65.0
Data Analyst,Data Visualization; Pandas; Power BI; Python; SQL,Aucune information,1,7,Licence,Licence,Anglais (courant); Français (intermédiaire),Français (courant); Anglais (avancé),45.0
Graphiste,InDesign; Canva; Branding,Photoshop; Branding,3,5,Bac,Bac,Français (courant),Français (intermédiaire),63.3
Graphiste,Illustrator; InDesign; Branding; Photoshop,Photoshop; Branding; InDesign; Illustrator; Typographie; Canva,1,2,Bac,Bac,Français (avancé),Français (avancé),100.0
Graphiste,Branding; Typographie; Canva,Aucune information,1,0,Master,Licence,Français (courant),Français (avancé),17.5
Developpeur Mobile,Flutter; Git; Kotlin; Dart,Flutter; Firebase; Git; Dart; InDesign,4,6,Bac,Master,Français (courant),Français (courant),86.2
Chef de projet digital,ClickUp; Communication; Agile; Scrum; Gestion de projet; Asana,JavaScript; Google Ads,3,3,Master,Master,Français (avancé),Français (avancé); Anglais (débutant),45.0
Social Media Manager,LinkedIn; Meta Ads; Analytics; Facebook; TikTok; Instagram,LinkedIn; Meta Ads; TikTok; Instagram,1,4,Bac,Bac,Anglais (avancé),Français (courant); Anglais (avancé),81.7
Social Media Manager,TikTok; Facebook; Instagram; Meta Ads; Analytics,Instagram; Facebook; TikTok; Meta Ads; Analytics,1,3,Licence,Master,Français (avancé); Anglais (débutant),Français (avancé),95.0
Social Media Manager,LinkedIn; TikTok; Instagram; Facebook; Analytics,Instagram; Analytics; LinkedIn; TikTok; Facebook; SEO; Content Strategy,1,2,Licence,Master,Français (intermédiaire),Français (courant); Anglais (courant),100.0
Developpeur Web,PHP; HTML/CSS; MySQL; JavaScript; Git,Aucune information,2,1,Licence,Bac,Français (avancé); Anglais (avancé),Français (avancé); Anglais (avancé),27.5
Community Manager,TikTok; Copywriting; Instagram; Facebook,Firebase; Facebook,2,5,Bac,Bac,Anglais (avancé),Français (intermédiaire); Anglais (intermédiaire),58.8
Chef de projet digital,Asana; Communication; Scrum; Gestion de projet,Scrum,4,3,Master,Master,Français (intermédiaire),Français (avancé); Anglais (débutant),53.8
Content Manager,Analytics; SEO; WordPress; Copywriting; Canva; Content Strategy,Copywriting; SEO; Canva; WordPress; Analytics,2,6,Licence,Master,Français (intermédiaire),Français (courant); Anglais (débutant),90.8
SEO/SEA,SEM; Keyword Research; Search Console; SEO; Google Ads,Keyword Research; SEM,3,6,Master,Master,Anglais (avancé); Français (courant),Français (courant); Anglais (avancé),67.0
Graphiste,Illustrator; Canva; Typographie; Branding; InDesign; Photoshop,Photoshop,2,4,Licence,Licence,Français (avancé),Français (avancé),54.2
Developpeur Web,JavaScript; HTML/CSS; MySQL; Laravel; Git; PHP,Git; PHP,4,2,Licence,Master,Anglais (intermédiaire); Français (courant),Français (avancé); Anglais (courant),53.3
Data Analyst,Excel; SQL; Python,SQL; Excel,1,4,Bac,Bac,Français (courant); Anglais (avancé),Français (intermédiaire),76.7
Data Analyst,Python; Excel; Pandas; SQL; Power BI,Pandas; SQL; Power BI; Python; Excel,4,3,Master,Licence,Anglais (débutant),Français (avancé); Anglais (avancé),87.5
Data Analyst,Data Visualization; Power BI; Excel; Python; SQL; Pandas,Pandas; Python; Excel,4,4,Master,Master,Français (avancé); Anglais (débutant),Français (avancé); Anglais (courant),72.5
Graphiste,Canva; Typographie; InDesign; Illustrator; Photoshop; Branding,Illustrator; Canva; Photoshop,2,1,Bac,Licence,Français (avancé),Français (courant),62.5
Content Manager,Analytics; Copywriting; WordPress; Canva; Content Strategy; SEO,WordPress,1,3,Master,Licence,Français (intermédiaire); Anglais (avancé),Français (intermédiaire); Anglais (courant),46.7
Data Analyst,Power BI; Python; Excel,Python; Facebook,1,1,Bac,Licence,Anglais (intermédiaire); Français (avancé),Français (avancé),58.3
Graphiste,Canva; Typographie; Illustrator; InDesign; Branding,Photoshop,2,3,Master,Bac,Français (courant),Français (avancé),37.5
Graphiste,Branding; Canva; Typographie; Illustrator; Photoshop,Typographie; InDesign; Canva; Branding; Photoshop,1,1,Licence,Master,Français (intermédiaire),Français (intermédiaire),89.0
SEO/SEA,Search Console; Keyword Research; SEO; Google Ads,Keyword Research; Google Analytics; SEO; Search Console; SEM,1,3,Bac,Master,Anglais (avancé),Français (intermédiaire); Anglais (courant),86.2
Developpeur Mobile,Git; Kotlin; Dart; Java; Flutter,Kotlin; Git; Java; Dart; Firebase,1,3,Licence,Bac,Français (avancé),Français (intermédiaire); Anglais (intermédiaire),81.5
UI/UX Designer,UX Research; Illustrator; Prototypage; Adobe XD; Figma,Illustrator,1,6,Master,Bac,Anglais (avancé),Français (courant); Anglais (courant),48.5
Developpeur Mobile,Firebase; Flutter; Git; Java,Git,1,1,Master,Master,Anglais (avancé),Français (avancé); Anglais (avancé),58.8
Chef de projet digital,Communication; Gestion de projet; Agile,Agile; Communication; ClickUp; Gestion de projet,4,5,Master,Bac,Anglais (débutant); Français (courant),Français (intermédiaire); Anglais (intermédiaire),92.5
Developpeur Web,MySQL; Laravel; PHP,Aucune information,2,0,Bac,Licence,Français (avancé),Français (courant); Anglais (courant),25.0
Graphiste,Canva; Photoshop; Illustrator; Branding; InDesign; Typographie,InDesign; Photoshop; Canva; Branding; Illustrator; Content Strategy; UX Research,3,5,Bac,Master,Français (courant),Français (intermédiaire),90.8
Developpeur Mobile,Git; Firebase; Kotlin; Flutter,Kotlin; Git; Dart; Java; Flutter,2,5,Licence,Licence,Anglais (courant),Français (courant),76.2
Social Media Manager,Meta Ads; Analytics; LinkedIn,Facebook,4,0,Master,Licence,Français (courant),Français (intermédiaire); Anglais (débutant),17.5
Graphiste,Photoshop; Illustrator; InDesign,Illustrator; Photoshop; Typographie,4,4,Licence,Licence,Français (avancé),Français (avancé),81.7
Community Manager,Analytics; Facebook; Canva; TikTok; Instagram,Copywriting; Illustrator; Canva,1,5,Bac,Master,Anglais (courant); Français (intermédiaire),Français (courant),51.0
SEO/SEA,Google Ads; SEM; SEO; Keyword Research; Search Console,Google Ads; Analytics,1,6,Bac,Bac,Français (avancé),Français (courant); Anglais (courant),56.0
Chef de projet digital,Scrum; Communication; Gestion de projet; ClickUp; Agile,ClickUp; Agile,2,5,Licence,Licence,Anglais (débutant); Français (intermédiaire),Français (intermédiaire); Anglais (avancé),67.0
SEO/SEA,Google Ads; SEM; SEO; Search Console; Google Analytics; Keyword Research,SEM; Search Console,3,2,Master,Licence,Français (courant),Français (avancé); Anglais (intermédiaire),49.2
Social Media Manager,Analytics; LinkedIn; Instagram; Facebook,LinkedIn; Analytics; Meta Ads,2,2,Bac,Licence,Anglais (débutant),Français (intermédiaire); Anglais (débutant),72.5
SEO/SEA,SEO; SEM; Google Ads,Search Console; Google Analytics; SEO; Keyword Research; Google Ads,2,5,Licence,Bac,Anglais (débutant); Français (avancé),Français (intermédiaire); Anglais (courant),74.2
Social Media Manager,Analytics; Instagram; TikTok,Meta Ads,4,5,Master,Bac,Anglais (avancé),Français (courant); Anglais (avancé),37.5
SEO/SEA,Search Console; Keyword Research; SEO; Google Analytics; SEM; Google Ads,Google Analytics; SEM; SEO; Keyword Research,2,6,Licence,Licence,Anglais (débutant); Français (courant),Français (intermédiaire),76.7
Graphiste,Typographie; InDesign; Photoshop; Canva; Illustrator; Branding,InDesign; Canva; Illustrator; Photoshop; Branding,1,1,Bac,Licence,Français (avancé),Français (intermédiaire),90.8
Developpeur Mobile,Java; Dart; Kotlin; Flutter; Firebase; Git,Kotlin; Dart; Flutter; Java; Git; Firebase,2,2,Licence,Bac,Anglais (courant); Français (courant),Français (avancé); Anglais (courant),92.5
Developpeur Mobile,Flutter; Firebase; Kotlin,Java; Kotlin; Firebase,1,3,Bac,Licence,Français (intermédiaire),Français (intermédiaire); Anglais (débutant),81.7
Social Media Manager,Instagram; TikTok; LinkedIn; Analytics; Facebook,Analytics; LinkedIn; Instagram,3,6,Licence,Master,Français (intermédiaire),Français (avancé); Anglais (intermédiaire),78.0
Chef de projet digital,Gestion de projet; ClickUp; Scrum; Agile; Communication; Asana,ClickUp; Communication; Agile; Scrum,3,7,Bac,Master,Anglais (courant); Français (avancé),Français (intermédiaire),76.7
SEO/SEA,Keyword Research; Google Ads; Search Console; Google Analytics; SEO,Search Console; Keyword Research; SEM; SEO; Google Ads; Google Analytics,2,4,Licence,Bac,Anglais (intermédiaire),Français (intermédiaire); Anglais (avancé),92.5
Developpeur Mobile,Git; Flutter; Dart,Git; Flutter; Dart; Firebase; Kotlin; Canva; InDesign,3,4,Licence,Master,Français (intermédiaire); Anglais (courant),Français (avancé); Anglais (intermédiaire),100.0
SEO/SEA,Google Ads; Search Console; Google Analytics; SEO; Keyword Research; SEM,Google Analytics; Google Ads; Search Console; Keyword Research,1,0,Bac,Licence,Français (avancé); Anglais (avancé),Français (avancé); Anglais (débutant),61.7
SEO/SEA,Google Analytics; Search Console; Google Ads; Keyword Research; SEO; SEM,Google Analytics; Google Ads; SEM; Search Console; Keyword Research; SEO,4,1,Bac,Master,Anglais (débutant); Français (courant),Français (courant),80.0
Social Media Manager,Meta Ads; Facebook; TikTok; LinkedIn; Instagram,TikTok; Instagram; Meta Ads; Analytics; Facebook; LinkedIn,2,6,Licence,Bac,Anglais (intermédiaire); Français (avancé),Français (intermédiaire),87.5
UI/UX Designer,Prototypage; Illustrator; Photoshop,Figma; Prototypage; Photoshop,4,1,Master,Master,Anglais (courant); Français (courant),Français (courant),61.7
UI/UX Designer,Prototypage; Figma; Photoshop; Adobe XD; UX Research,Adobe XD,2,1,Licence,Master,Anglais (courant); Français (avancé),Français (intermédiaire),41.0
Content Manager,Analytics; SEO; Canva,Aucune information,4,3,Master,Bac,Français (avancé),Français (intermédiaire),32.5
Social Media Manager,Instagram; LinkedIn; Analytics; Facebook; TikTok; Meta Ads,Analytics; Facebook; LinkedIn; TikTok; Instagram; Meta Ads,4,3,Licence,Licence,Français (courant); Anglais (courant),Français (courant); Anglais (intermédiaire),95.0
Developpeur Mobile,Kotlin; Java; Dart; Flutter; Git; Firebase,Kotlin; Git; Firebase,1,0,Master,Licence,Anglais (courant),Français (courant); Anglais (intermédiaire),45.0
SEO/SEA,SEM; Keyword Research; Search Console,SEO; Google Ads; Keyword Research; Search Console; SEM,1,0,Master,Bac,Français (intermédiaire),Français (intermédiaire); Anglais (intermédiaire),72.5
UI/UX Designer,Prototypage; Photoshop; Figma,UX Research; Figma; Adobe XD,1,4,Bac,Licence,Anglais (courant); Français (avancé),Français (intermédiaire),58.3
Content Manager,Analytics; Copywriting; Content Strategy; Canva; WordPress; SEO,Copywriting,1,1,Bac,Bac,Français (avancé),Français (intermédiaire); Anglais (avancé),54.2
Social Media Manager,Instagram; Meta Ads; LinkedIn; Facebook; Analytics,Facebook; TikTok; LinkedIn,3,1,Licence,Master,Anglais (courant),Français (courant); Anglais (débutant),53.7
Graphiste,Branding; Typographie; Illustrator; Canva; Photoshop,Illustrator; Photoshop; InDesign; Branding,3,5,Licence,Master,Français (courant),Français (courant),78.0
Social Media Manager,TikTok; Analytics; Meta Ads,Instagram; LinkedIn; Facebook,2,0,Bac,Bac,Français (avancé); Anglais (avancé),Français (intermédiaire); Anglais (courant),25.0
Chef de projet digital,Gestion de projet; Asana; Communication,Asana,3,6,Master,Bac,Français (avancé),Français (courant); Anglais (intermédiaire),55.8
Content Manager,Canva; Content Strategy; SEO; Analytics; WordPress; Copywriting,Analytics; Copywriting; SEO; Content Strategy; Canva,2,1,Bac,Licence,Anglais (courant); Français (courant),Français (avancé),75.8
Community Manager,Canva; Copywriting; Instagram; Analytics; Facebook,Aucune information,3,0,Licence,Bac,Français (intermédiaire); Anglais (intermédiaire),Français (courant); Anglais (avancé),17.5
Community Manager,Facebook; Canva; Instagram; Copywriting; TikTok; Analytics,Canva; Copywriting; TikTok; Facebook; Analytics,4,1,Bac,Master,Français (courant),Français (intermédiaire),75.8
Graphiste,Photoshop; InDesign; Illustrator; Branding,Illustrator; InDesign; Photoshop,3,5,Bac,Bac,Français (courant),Français (intermédiaire),86.2
Developpeur Mobile,Firebase; Git; Kotlin; Dart; Flutter,Java; Flutter; Git; Firebase; Dart,1,4,Master,Licence,Français (intermédiaire); Anglais (courant),Français (intermédiaire); Anglais (courant),81.5
Developpeur Web,HTML/CSS; Laravel; Git; JavaScript; PHP,JavaScript; Laravel; Git; PHP,1,0,Licence,Bac,Français (avancé); Anglais (intermédiaire),Français (courant),56.5
Chef de projet digital,Asana; Communication; Gestion de projet; Scrum; Agile; ClickUp,Communication; ClickUp; Figma; Dart,1,3,Licence,Licence,Français (intermédiaire); Anglais (avancé),Français (intermédiaire); Anglais (débutant),63.3
Social Media Manager,Instagram; Analytics; LinkedIn,Analytics; Instagram; TikTok; Meta Ads; LinkedIn; Facebook,3,6,Bac,Bac,Anglais (courant); Français (avancé),Français (intermédiaire); Anglais (avancé),100.0
Developpeur Web,PHP; MySQL; Git; JavaScript,PHP; Git; Laravel,1,5,Licence,Master,Anglais (intermédiaire); Français (intermédiaire),Français (avancé); Anglais (intermédiaire),72.5
Developpeur Mobile,Kotlin; Dart; Git; Flutter; Java,Java; Dart; Kotlin; Flutter; Firebase; Git,1,1,Master,Licence,Français (avancé),Français (intermédiaire); Anglais (avancé),92.5
Developpeur Web,Git; JavaScript; MySQL; HTML/CSS; PHP; Laravel,PHP; MySQL; HTML/CSS; Laravel; JavaScript,3,2,Licence,Master,Français (avancé); Anglais (débutant),Français (intermédiaire); Anglais (débutant),84.2
Developpeur Web,PHP; HTML/CSS; JavaScript; MySQL,PHP; Git; Laravel; JavaScript,3,2,Bac,Licence,Anglais (courant); Français (courant),Français (avancé); Anglais (intermédiaire),65.8
